ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
01,Alabama,AL,01087,Macon,01087,"Macon County, Alabama",608.664935714588,18437,0,10311,168,7592,288,5903,703,868,205,1822,237,1961,247,1631,320,3672,0,3189,0,3196,290,648,160,0,76,15464,230,328,95,2149,253,95,59,758,142,2197,361,36.5,4.3,10.9,2.6,24.0,3.0,16.4,2.1,9.0,1.8,19.9,0.0,17.3,0.0,17.6,1.6,8.5,2.1,0.0,0.4,83.9,1.2,3.2,0.9,20.8,2.5,1.3,0.8,10.0,1.9,11.9,2.0,0.8333,0.9091,0.7273,0.4545,0.303,3.2272,0.803,0.6667,0.0152,0.3636,0.803,0.0,1.8485,0.1061,1.0,1.0,1.0,0.6818,0.4242,0.3485,0.8788,1.0,3.3333,0.9394,9.409,0.7727,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,16411,4789,693,15109,165,80,77,36,32,15,16,0,19,212,135,12,12,29.5,0.7,81.9,0.9,0.4,0.4,0.2,0.2,0.1,0.1,0.0,0.2,1.1,0.7,0.1,0.1
01,Alabama,AL,01089,Madison,01089,"Madison County, Alabama",801.6004935332,367686,0,164100,246,151628,957,67267,2946,8515,816,33409,1731,21042,1447,29244,1908,55157,20,80316,0,47027,1735,11293,1022,3874,596,130905,1448,17360,1090,6788,807,2036,387,6203,555,8971,575,18.8,0.8,4.5,0.4,22.0,1.1,8.3,0.6,8.1,0.5,15.0,0.1,21.8,0.0,13.0,0.5,7.4,0.7,1.1,0.2,35.6,0.4,10.6,0.7,4.1,0.5,1.3,0.3,4.1,0.4,2.4,0.2,0.0606,0.2273,0.6212,0.0152,0.1364,1.0607,0.0606,0.0455,0.5152,0.0455,0.6061,0.7424,1.9547,0.1667,0.6061,0.6061,0.6061,0.9394,0.0152,0.3485,0.1364,0.697,2.1365,0.3333,5.758,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,420951,33464,3090,89454,727,18412,0,9649,548,1988,309,287,70,10275,1026,840,840,9.3,0.0,24.3,0.2,5.0,0.0,2.6,0.1,0.5,0.1,0.1,0.1,2.8,0.3,0.2,0.1
01,Alabama,AL,01091,Marengo,01091,"Marengo County, Alabama",976.897958319872,19138,0,10377,54,7499,305,6153,819,527,200,1818,285,1896,409,1609,355,3779,36,4447,210,4740,474,538,201,11,76,10571,142,177,126,2867,315,13,12,758,198,238,103,32.6,4.3,6.9,2.5,24.2,3.7,14.6,3.1,8.5,1.9,19.7,0.2,23.2,1.1,25.1,2.5,7.2,2.7,0.1,0.4,55.2,0.7,1.7,1.2,27.6,3.0,0.2,0.2,10.1,2.6,1.2,0.5,0.697,0.6667,0.7576,0.2727,0.2273,2.6213,0.5455,0.6212,0.7879,0.9394,0.5455,0.0909,2.9849,0.8636,0.8485,0.8485,0.8485,0.5303,0.7727,0.0152,0.8939,0.2273,2.4394,0.5606,8.8941,0.7424,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18879,5434,818,9905,99,495,0,9,15,24,31,0,19,138,92,0,0,28.8,0.2,51.8,0.5,2.6,0.0,0.0,0.1,0.1,0.2,0.0,0.2,0.7,0.5,0.0,0.2
01,Alabama,AL,01093,Marion,01093,"Marion County, Alabama",742.342894872222,29818,0,14754,83,11780,412,8942,894,778,224,2434,342,4026,467,3012,487,6325,70,6214,8,7742,655,570,163,196,174,2585,285,153,82,3602,410,258,109,589,167,545,187,30.6,3.0,6.2,1.7,20.7,2.8,18.9,2.2,10.3,1.7,21.2,0.2,20.8,0.0,26.4,2.2,4.8,1.4,0.7,0.6,8.7,1.0,1.0,0.6,24.4,2.8,2.2,0.9,5.0,1.4,1.8,0.6,0.5909,0.5758,0.4394,0.7879,0.6515,3.0455,0.7273,0.8485,0.1818,0.9848,0.0909,0.5758,2.6818,0.6818,0.0455,0.0455,0.0455,0.2424,0.5909,0.8182,0.2424,0.5606,2.4545,0.5758,8.2273,0.6061,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,27893,6611,876,1128,126,766,0,18,16,136,46,0,23,537,249,0,0,22.6,0.1,3.8,0.4,2.6,0.0,0.1,0.1,0.5,0.2,0.0,0.1,1.8,0.8,0.0,0.1
01,Alabama,AL,01095,Marshall,01095,"Marshall County, Alabama",565.844771784966,96137,0,40661,99,35115,536,27218,1486,1511,223,7464,619,10726,743,11564,884,16497,71,24023,0,13269,777,2535,342,3489,505,18769,333,633,172,5122,467,664,171,1756,299,1012,170,28.7,1.6,3.7,0.5,21.3,1.7,16.7,1.2,12.1,0.9,17.2,0.1,25.0,0.0,13.9,0.8,7.2,1.0,3.9,0.6,19.5,0.3,1.6,0.4,12.6,1.1,1.9,0.5,5.0,0.8,1.1,0.2,0.5,0.0758,0.5152,0.5,0.9394,2.5304,0.5,0.303,0.9848,0.1212,0.5455,0.9848,2.9393,0.8182,0.2273,0.2273,0.2273,0.4848,0.197,0.6515,0.2424,0.1667,1.7424,0.1061,7.4394,0.4394,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,95014,11744,1083,2677,167,13596,0,615,65,312,132,36,45,1425,221,108,108,12.3,0.0,2.8,0.2,14.1,0.0,0.6,0.1,0.3,0.1,0.0,0.1,1.5,0.2,0.1,0.1
01,Alabama,AL,01097,Mobile,01097,"Mobile County, Alabama",1229.373532196178,413977,0,184321,348,157557,1279,117129,3894,10444,860,44647,1805,35527,1678,45822,2229,67171,29,97183,49,55622,2104,12377,856,2409,453,180007,1362,17320,1055,13304,957,2857,421,11209,895,7327,866,28.8,1.0,5.6,0.5,28.3,1.1,12.7,0.6,11.2,0.5,16.2,0.1,23.5,0.0,13.6,0.5,7.9,0.5,0.6,0.1,43.5,0.3,9.4,0.6,7.2,0.5,1.8,0.3,7.1,0.6,1.8,0.2,0.5152,0.4848,0.9091,0.1364,0.7727,2.8182,0.6364,0.1818,0.8485,0.1061,0.7121,0.5,2.3485,0.3788,0.6667,0.6667,0.6667,0.9242,0.0455,0.6212,0.6212,0.5606,2.7727,0.7121,8.6061,0.697,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,418794,74361,3859,148460,592,11994,0,7667,518,2693,394,61,58,7626,795,1506,1506,18.3,0.0,35.9,0.1,2.9,0.0,1.9,0.1,0.7,0.1,0.0,0.1,1.8,0.2,0.4,0.2
01,Alabama,AL,01099,Monroe,01099,"Monroe County, Alabama",1025.668253298544,21006,0,11451,56,8050,422,7484,694,1056,296,1673,308,2429,310,2540,523,4211,49,4561,22,3183,418,578,200,9,90,9633,218,166,105,2547,408,32,29,749,228,251,97,36.1,3.3,13.5,3.9,20.8,3.7,16.5,2.1,12.2,2.5,20.0,0.2,21.7,0.1,15.3,2.0,7.2,2.5,0.0,0.5,45.9,1.0,1.4,0.9,22.2,3.6,0.4,0.4,9.3,2.8,1.2,0.5,0.8182,1.0,0.4545,0.4697,0.9545,3.6969,0.8939,0.697,0.4697,0.1818,0.5455,0.0,1.894,0.1212,0.7273,0.7273,0.7273,0.4091,0.4848,0.0303,0.8485,0.2273,2.0,0.2121,8.3182,0.6515,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20490,9718,997,8918,144,74,63,125,23,286,55,12,13,218,137,0,0,46.8,0.2,42.5,0.7,0.4,0.3,0.6,0.2,1.4,0.3,0.1,0.1,1.0,0.6,0.0,0.2
01,Alabama,AL,01101,Montgomery,01101,"Montgomery County, Alabama",785.349168073986,226451,0,105063,219,89511,971,64998,3180,6841,759,27051,1445,19103,1051,22277,1367,34045,85,53224,0,36144,1685,9471,886,2786,395,151304,1216,9480,880,4361,438,1802,342,6972,482,6989,521,29.7,1.5,6.4,0.7,30.2,1.6,12.7,0.7,10.1,0.6,15.0,0.1,23.5,0.0,16.4,0.8,10.6,1.0,1.3,0.2,66.8,0.5,9.0,0.8,4.2,0.4,2.0,0.4,7.8,0.5,3.1,0.2,0.5455,0.6061,0.9545,0.1364,0.5455,2.788,0.6212,0.0455,0.8485,0.303,0.9394,0.8182,2.9546,0.8485,0.8788,0.8788,0.8788,0.9091,0.0303,0.7424,0.697,0.7727,3.1515,0.8485,9.7729,0.8485,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,263243,30871,2143,130779,802,7997,0,6926,329,311,114,23,29,5037,833,231,231,14.1,0.0,57.8,0.4,3.5,0.0,3.1,0.1,0.1,0.1,0.0,0.1,2.2,0.4,0.1,0.1
01,Alabama,AL,01103,Morgan,01103,"Morgan County, Alabama",579.669390961594,119352,0,52248,130,46388,695,29129,2339,2602,473,9394,740,13192,967,11927,921,20840,185,27385,0,19584,1143,2758,434,2400,461,29515,812,2534,449,5844,633,944,235,2014,432,1935,327,24.9,2.0,4.8,0.9,20.3,1.6,16.0,1.2,10.2,0.8,17.5,0.2,22.9,0.0,16.7,1.0,5.9,0.9,2.1,0.4,24.7,0.7,4.8,0.9,11.2,1.2,2.0,0.5,4.3,0.9,1.6,0.3,0.1818,0.2879,0.3939,0.4242,0.6212,1.909,0.2576,0.3182,0.7424,0.3182,0.3182,0.9545,2.6515,0.6667,0.3788,0.3788,0.3788,0.8333,0.1667,0.7424,0.1667,0.4848,2.3939,0.5,7.3332,0.3939,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,115071,21767,2191,14945,480,10060,0,661,181,492,221,171,190,2961,509,225,225,18.5,0.1,12.5,0.4,8.4,0.0,0.6,0.2,0.4,0.2,0.1,0.2,2.5,0.4,0.2,0.2
01,Alabama,AL,01105,Perry,01105,"Perry County, Alabama",719.6694946924,9104,0,4759,73,3140,252,4710,690,308,161,865,207,1239,319,888,217,1777,0,1929,0,2101,397,215,152,0,68,6419,271,41,47,1273,271,0,24,367,140,808,189,56.8,8.2,11.5,6.0,27.5,6.2,21.6,5.6,9.9,2.4,19.5,0.0,21.2,0.0,23.5,4.4,6.8,4.8,0.0,0.8,70.5,3.0,0.9,1.0,26.7,5.7,0.0,0.8,11.7,4.3,8.9,2.1,1.0,0.9394,0.8636,0.9394,0.5,4.2424,0.9848,0.5758,0.3182,0.8333,0.5,0.0,2.2273,0.3485,0.8939,0.8939,0.8939,0.197,0.7424,0.0,0.9394,0.9697,2.8485,0.7576,10.2121,0.8939,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6572,3724,777,6218,190,178,191,8,17,3,5,0,17,4,11,8,8,44.9,1.0,68.3,2.1,2.0,2.1,0.1,0.2,0.0,0.1,0.0,0.4,0.0,0.1,0.1,0.1
01,Alabama,AL,01107,Pickens,01107,"Pickens County, Alabama",881.407174227978,20049,0,9620,133,7731,311,6905,734,634,199,1785,271,2467,311,1728,288,3791,23,3947,0,4640,448,635,151,345,134,9297,190,155,73,2477,290,76,46,686,159,1753,304,37.6,4.0,8.5,2.6,23.1,3.4,17.1,2.1,9.4,1.6,18.9,0.1,19.7,0.0,25.2,2.3,8.2,1.9,1.8,0.7,46.4,0.9,1.6,0.8,25.7,3.1,1.0,0.6,8.9,2.0,8.7,1.5,0.8788,0.8182,0.6818,0.5455,0.4242,3.3485,0.8182,0.4697,0.0758,0.9545,0.7727,0.9242,3.1969,0.9545,0.7424,0.7424,0.7424,0.4848,0.6667,0.1515,0.8333,0.9545,3.0908,0.8333,10.3786,0.9242,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,3,15830,4495,874,8005,132,989,0,8,16,38,47,0,23,248,125,9,9,24.6,0.4,39.9,0.7,4.9,0.0,0.0,0.1,0.2,0.2,0.0,0.2,1.2,0.6,0.0,0.1
01,Alabama,AL,01109,Pike,01109,"Pike County, Alabama",672.066658261638,33274,0,16241,106,11700,560,10407,1040,721,278,3552,507,2442,309,2951,493,5115,108,6285,75,5336,455,859,189,406,261,14683,268,902,337,3656,323,87,55,868,264,1805,265,33.1,3.3,4.9,1.9,30.4,4.1,12.6,1.6,8.9,1.5,15.4,0.3,18.9,0.2,16.2,1.4,7.3,1.6,1.3,0.8,44.1,0.8,5.6,2.1,22.5,2.0,0.7,0.5,7.4,2.2,5.4,0.8,0.7273,0.3182,0.9697,0.1212,0.2879,2.4243,0.4545,0.1061,0.0303,0.2727,0.5909,0.8182,1.8182,0.0455,0.697,0.697,0.697,0.8485,0.5303,0.0758,0.6515,0.8788,2.9849,0.803,7.9244,0.5303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34786,6668,821,12395,148,764,0,715,75,121,64,3,5,670,200,15,15,21.2,0.2,37.3,0.4,2.3,0.0,2.1,0.2,0.4,0.2,0.0,0.1,2.0,0.6,0.0,0.1
01,Alabama,AL,01111,Randolph,01111,"Randolph County, Alabama",580.550055260516,22732,0,12147,60,8655,330,5710,563,375,124,1368,248,2891,384,2090,439,4692,45,4814,23,3805,347,538,132,48,99,5665,266,153,93,2909,331,217,92,406,153,493,151,25.7,2.5,4.1,1.3,15.8,2.8,18.1,2.4,9.3,2.0,20.6,0.2,21.2,0.1,16.9,1.5,6.2,1.5,0.2,0.5,24.9,1.2,1.3,0.8,23.9,2.7,2.5,1.1,4.7,1.7,2.2,0.7,0.2273,0.1818,0.0455,0.6818,0.4091,1.5455,0.1667,0.7879,0.3182,0.3485,0.3485,0.197,2.0001,0.2121,0.3939,0.3939,0.3939,0.3788,0.5758,0.8485,0.2121,0.6515,2.6667,0.6818,6.6062,0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18532,4489,571,4327,124,663,0,49,45,99,97,0,23,492,203,35,35,20.2,0.1,19.0,0.5,2.9,0.0,0.2,0.2,0.4,0.4,0.0,0.2,2.2,0.9,0.2,0.2
01,Alabama,AL,01113,Russell,01113,"Russell County, Alabama",641.181249238388,57938,0,27912,90,23694,494,18037,1543,1366,305,8179,832,5783,689,6089,719,8281,106,13981,118,11346,837,2453,423,468,294,31842,861,1205,313,3963,500,369,195,1974,333,584,144,31.6,2.7,5.6,1.2,34.5,3.4,14.7,1.8,10.8,1.3,14.3,0.2,24.1,0.2,20.2,1.5,10.4,1.8,0.9,0.5,55.0,1.5,4.3,1.1,14.2,1.8,1.6,0.8,8.3,1.4,1.0,0.2,0.6667,0.4848,1.0,0.2879,0.7424,3.1818,0.7727,0.0303,0.9394,0.6364,0.9242,0.697,3.2273,0.9848,0.8333,0.8333,0.8333,0.7879,0.2424,0.5606,0.7727,0.0909,2.4545,0.5758,9.6969,0.8333,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,48782,11674,1321,25711,530,3268,0,617,118,68,63,30,50,1630,561,518,518,20.4,0.1,44.4,0.9,5.6,0.0,1.1,0.2,0.1,0.1,0.1,0.1,2.8,1.0,0.9,0.6
01,Alabama,AL,01115,St. Clair,01115,"St. Clair County, Alabama",631.570104044664,88929,0,36982,97,32765,584,16236,1577,2177,461,6395,777,8873,805,7159,834,14901,121,20129,42,13745,1034,1646,352,285,208,12792,518,467,190,8159,819,535,189,1079,253,2249,247,18.7,1.8,5.2,1.1,19.5,2.3,14.2,1.3,8.2,1.0,16.8,0.1,22.6,0.0,15.8,1.2,5.0,1.1,0.3,0.2,14.4,0.6,1.3,0.5,22.1,2.2,1.6,0.6,3.3,0.8,2.5,0.3,0.0455,0.3788,0.2879,0.2273,0.1818,1.1213,0.0909,0.2424,0.7121,0.2424,0.1364,0.2576,1.5909,0.0152,0.1364,0.1364,0.1364,0.3788,0.4697,0.5606,0.0758,0.7273,2.2122,0.3636,5.0608,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71982,12738,1540,8391,281,2177,0,668,176,439,127,18,32,1008,363,91,91,14.7,0.0,9.4,0.3,2.4,0.0,0.8,0.2,0.5,0.1,0.0,0.1,1.1,0.4,0.1,0.1
01,Alabama,AL,01117,Shelby,01117,"Shelby County, Alabama",785.43925030381,216350,265,88090,168,80756,685,26262,2138,4238,620,15344,905,10038,932,13130,1209,33229,67,50734,133,25652,1275,3780,521,2601,555,48970,1089,6820,717,6716,612,666,179,2247,312,3054,378,12.3,1.0,3.8,0.6,19.0,1.1,6.8,0.6,6.1,0.6,15.4,0.1,23.4,0.1,12.0,0.6,4.7,0.6,1.3,0.3,22.6,0.5,7.7,0.8,7.6,0.7,0.8,0.2,2.8,0.4,1.4,0.2,0.0,0.1061,0.2121,0.0,0.0152,0.3334,0.0,0.1061,0.8333,0.0,0.0758,0.8182,1.8334,0.0758,0.3182,0.3182,0.3182,0.8788,0.0606,0.1212,0.0152,0.3485,1.4243,0.0152,3.9093,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196086,15408,1521,25973,625,12354,29,4231,359,572,160,43,26,5175,741,622,622,7.2,0.0,12.0,0.3,5.7,0.1,2.0,0.2,0.3,0.1,0.0,0.1,2.4,0.3,0.3,0.1
01,Alabama,AL,01119,Sumter,01119,"Sumter County, Alabama",903.825752107126,12595,0,6917,93,5355,229,5200,503,397,176,1613,296,1128,227,1425,277,2296,20,2425,26,2693,321,475,120,32,81,9464,308,303,132,2363,276,79,59,455,141,811,193,44.3,4.2,8.0,3.5,30.1,5.4,14.7,2.9,11.4,2.2,18.2,0.2,19.3,0.2,21.6,2.6,8.9,2.2,0.3,0.7,75.1,2.4,4.4,1.9,34.2,4.0,1.5,1.1,8.5,2.6,6.4,1.5,0.9697,0.7879,0.9394,0.2879,0.7879,3.7728,0.9394,0.4394,0.0606,0.7576,0.8333,0.2576,2.3485,0.3788,0.9394,0.9394,0.9394,0.803,0.9242,0.5152,0.7879,0.9091,3.9394,0.9848,11.0001,0.9697,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,5,10834,3637,643,8977,204,146,0,247,220,8,9,0,19,47,37,39,39,30.9,0.5,71.3,1.6,1.2,0.0,2.0,1.7,0.1,0.1,0.0,0.3,0.4,0.3,0.3,0.5
01,Alabama,AL,01121,Talladega,01121,"Talladega County, Alabama",736.816428142344,80244,0,38021,145,31741,558,23789,1618,2433,419,7674,685,10211,779,7075,699,14305,85,16991,71,16134,991,2672,376,399,188,30239,704,874,239,9565,595,379,127,2418,388,3532,342,31.0,2.1,7.1,1.2,24.2,2.1,18.2,1.4,9.2,0.9,17.8,0.1,21.2,0.1,20.9,1.3,8.4,1.2,0.5,0.2,37.7,0.9,2.3,0.6,25.2,1.6,1.2,0.4,7.6,1.2,4.4,0.4,0.6364,0.697,0.7576,0.697,0.3636,3.1516,0.7576,0.3636,0.3182,0.7121,0.7879,0.4091,2.5909,0.6061,0.6212,0.6212,0.6212,0.5606,0.6364,0.2879,0.6818,0.8485,3.0152,0.8182,9.3789,0.7576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75997,12918,1249,25734,445,1901,0,432,106,282,134,113,137,1698,496,79,79,16.8,0.1,32.1,0.6,2.4,0.0,0.5,0.1,0.4,0.2,0.1,0.2,2.1,0.6,0.1,0.1
01,Alabama,AL,01123,Tallapoosa,01123,"Tallapoosa County, Alabama",716.52732132651,40450,0,22565,94,16359,523,11067,1159,1903,377,3547,445,5409,491,3388,578,8650,26,8382,39,8003,563,1551,346,186,129,12631,192,769,245,4241,398,494,168,1296,281,647,202,27.8,2.9,11.0,2.1,21.7,2.6,18.8,1.7,8.5,1.4,21.4,0.1,20.7,0.1,20.0,1.4,9.5,2.1,0.5,0.3,31.2,0.5,3.4,1.1,18.8,1.8,3.0,1.0,7.9,1.6,1.6,0.5,0.3939,0.9242,0.5606,0.7727,0.2273,2.8787,0.6667,0.8788,0.1667,0.6061,0.8788,0.4091,2.9395,0.8333,0.5152,0.5152,0.5152,0.7273,0.3636,0.9091,0.7273,0.4848,3.2121,0.8788,9.5455,0.7879,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,36486,6831,898,10979,94,983,0,167,91,51,51,0,26,440,128,11,11,17.2,0.1,27.1,0.2,2.4,0.0,0.4,0.2,0.1,0.1,0.0,0.1,1.1,0.3,0.0,0.1
01,Alabama,AL,01125,Tuscaloosa,01125,"Tuscaloosa County, Alabama",1320.84767169934,208854,0,91719,232,74713,808,52296,2589,6170,689,20541,1304,13723,1068,14468,1225,27715,132,43767,59,26694,1400,6425,625,1702,359,81352,735,14921,979,8465,664,1134,272,4308,578,9922,601,26.3,1.3,6.0,0.7,27.5,1.7,10.5,0.8,7.0,0.6,13.3,0.1,21.0,0.0,12.9,0.7,8.6,0.8,0.9,0.2,39.0,0.4,16.3,1.1,9.2,0.7,1.5,0.4,5.8,0.8,4.8,0.3,0.2727,0.5455,0.8636,0.0758,0.0606,1.8182,0.2273,0.0152,0.2727,0.0303,0.8182,0.697,1.8334,0.0758,0.6364,0.6364,0.6364,0.9848,0.1061,0.5152,0.4545,0.8636,2.9242,0.7727,7.2122,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,235405,30991,2385,67100,444,7966,0,3430,220,303,129,45,50,2316,486,192,192,15.6,0.0,32.1,0.2,3.8,0.0,1.6,0.1,0.1,0.1,0.0,0.1,1.1,0.2,0.1,0.1
01,Alabama,AL,01127,Walker,01127,"Walker County, Alabama",791.0294454854,63802,0,31238,110,25440,444,17984,1476,1975,346,4803,478,8185,641,7191,629,12370,43,14145,54,15437,833,1441,294,315,177,7475,419,250,100,9151,601,503,191,1290,217,930,247,28.8,2.4,7.3,1.3,18.9,1.8,18.3,1.4,11.4,1.0,19.4,0.1,22.2,0.1,24.5,1.3,5.7,1.2,0.5,0.3,11.7,0.7,0.8,0.3,29.3,1.9,2.0,0.7,5.1,0.8,1.5,0.4,0.5152,0.7121,0.197,0.7424,0.7879,2.9546,0.697,0.5606,0.5606,0.8788,0.2273,0.4091,2.6364,0.6515,0.0909,0.0909,0.0909,0.1364,0.803,0.7424,0.2879,0.4242,2.3939,0.5,8.0758,0.5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59148,11280,1143,3849,199,1657,0,229,81,115,60,0,29,1516,338,109,109,17.9,0.1,6.0,0.3,2.6,0.0,0.4,0.1,0.2,0.1,0.0,0.1,2.4,0.5,0.2,0.2
01,Alabama,AL,01129,Washington,01129,"Washington County, Alabama",1080.202565034798,16336,0,8603,52,5830,318,4952,767,410,190,916,213,1577,391,1546,395,3227,80,3479,188,2904,410,340,158,14,75,5683,357,1,19,2230,290,111,56,239,99,137,61,30.6,4.7,6.8,3.2,15.7,3.6,14.1,3.4,9.5,2.4,19.8,0.5,21.3,1.2,17.9,2.5,5.8,2.7,0.1,0.5,34.8,2.2,0.0,0.2,25.9,3.4,1.9,1.0,4.1,1.7,0.8,0.4,0.5909,0.6515,0.0303,0.2121,0.4394,1.9242,0.303,0.6364,0.3788,0.4242,0.2879,0.0909,1.8182,0.0455,0.5758,0.5758,0.5758,0.0,0.697,0.6515,0.1364,0.0303,1.5152,0.0455,5.8334,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12606,4160,665,3961,214,141,162,30,32,1211,132,0,19,315,187,25,25,25.7,0.1,24.2,1.3,0.9,1.0,0.2,0.2,7.4,0.8,0.0,0.2,1.9,1.1,0.2,0.3
01,Alabama,AL,01131,Wilcox,01131,"Wilcox County, Alabama",887.857208911018,10552,0,5804,50,3961,214,4369,533,489,155,783,158,1463,206,1036,216,2059,0,2512,0,1895,240,387,107,55,110,7728,413,0,26,2156,224,43,44,549,136,230,105,42.5,5.2,13.0,4.1,19.8,3.8,20.7,2.9,10.1,2.1,19.5,0.0,23.8,0.0,18.4,2.3,9.8,2.6,0.6,1.1,73.2,3.9,0.0,0.4,37.1,3.8,1.1,1.1,13.9,3.2,2.2,1.0,0.9394,0.9848,0.3485,0.8939,0.5455,3.7121,0.9091,0.5758,0.9091,0.4848,0.8939,0.5,3.3636,1.0,0.9242,0.9242,0.9242,0.0,0.9394,0.2121,0.9848,0.6515,2.7878,0.7273,10.7877,0.9545,1,1,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,1,0,2,6,10224,2976,451,7418,289,48,63,4,6,8,7,0,19,250,288,0,0,28.8,0.3,70.3,2.7,0.5,0.6,0.0,0.1,0.1,0.1,0.0,0.3,2.4,2.7,0.0,0.3
